job_id,canonical_role,skill,category
train-9605,Other / Domain Specialist,Project Management,Management & Soft Skills
train-9606,Business Analyst,Business Analysis,Management & Soft Skills
train-9606,Business Analyst,Excel,BI & Analytics Tools
train-9607,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9607,Other / Domain Specialist,Python,Programming Languages
train-9607,Other / Domain Specialist,R,Programming Languages
train-9607,Other / Domain Specialist,SQL,Databases & Storage
train-9609,Business Analyst,Business Analysis,Management & Soft Skills
train-9609,Business Analyst,Oracle,Databases & Storage
train-9613,Other / Domain Specialist,Business Analysis,Management & Soft Skills
train-9615,Machine Learning Engineer,Data Mining,Data Science & AI
train-9615,Machine Learning Engineer,Machine Learning,Data Science & AI
train-9615,Machine Learning Engineer,Python,Programming Languages
train-9615,Machine Learning Engineer,R,Programming Languages
train-9616,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9617,Other / Domain Specialist,Tableau,BI & Analytics Tools
train-9619,Digital Marketing Specialist,SEM,BI & Analytics Tools
train-9619,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-9620,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9620,Other / Domain Specialist,Excel,BI & Analytics Tools
train-9621,Other / Domain Specialist,Business Analysis,Management & Soft Skills
train-9621,Other / Domain Specialist,Project Management,Management & Soft Skills
train-9622,Data Scientist,Cassandra,Databases & Storage
train-9622,Data Scientist,Data Science,Data Science & AI
train-9622,Data Scientist,Hadoop,Data Science & AI
train-9622,Data Scientist,MongoDB,Databases & Storage
train-9622,Data Scientist,Tableau,BI & Analytics Tools
train-9625,Data Analyst,Data Analysis,Data Science & AI
train-9625,Data Analyst,Excel,BI & Analytics Tools
train-9628,Data Engineer,Apache Spark,Data Science & AI
train-9628,Data Engineer,Hadoop,Data Science & AI
train-9628,Data Engineer,Hive,Databases & Storage
train-9628,Data Engineer,Java,Programming Languages
train-9628,Data Engineer,NoSQL,Databases & Storage
train-9628,Data Engineer,Python,Programming Languages
train-9633,Other / Domain Specialist,C,Programming Languages
train-9633,Other / Domain Specialist,C++,Programming Languages
train-9633,Other / Domain Specialist,Linux,Cloud & DevOps
train-9634,Other / Domain Specialist,Communication,Management & Soft Skills
train-9634,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9634,Other / Domain Specialist,Hadoop,Data Science & AI
train-9635,Data Scientist,Data Science,Data Science & AI
train-9635,Data Scientist,Project Management,Management & Soft Skills
train-9636,Other / Domain Specialist,R,Programming Languages
train-9639,Data Engineer,Apache Spark,Data Science & AI
train-9639,Data Engineer,Cassandra,Databases & Storage
train-9639,Data Engineer,Hadoop,Data Science & AI
train-9639,Data Engineer,Java,Programming Languages
train-9639,Data Engineer,NoSQL,Databases & Storage
train-9639,Data Engineer,Python,Programming Languages
train-9639,Data Engineer,Scala,Programming Languages
train-9640,Other / Domain Specialist,AWS,Cloud & DevOps
train-9640,Other / Domain Specialist,C,Programming Languages
train-9651,Other / Domain Specialist,Angular,Web & Frameworks
train-9651,Other / Domain Specialist,Bootstrap,Web & Frameworks
train-9651,Other / Domain Specialist,CSS,Web & Frameworks
train-9651,Other / Domain Specialist,HTML,Web & Frameworks
train-9651,Other / Domain Specialist,JavaScript,Programming Languages
train-9651,Other / Domain Specialist,jQuery,Web & Frameworks
train-9652,QA / Test Engineer,REST API,Web & Frameworks
train-9654,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9654,Other / Domain Specialist,Google Analytics,BI & Analytics Tools
train-9654,Other / Domain Specialist,REST API,Web & Frameworks
train-9657,Other / Domain Specialist,Agile,Management & Soft Skills
train-9657,Other / Domain Specialist,Business Analysis,Management & Soft Skills
train-9657,Other / Domain Specialist,Oracle,Databases & Storage
train-9660,Other / Domain Specialist,C,Programming Languages
train-9660,Other / Domain Specialist,C#,Programming Languages
train-9660,Other / Domain Specialist,JavaScript,Programming Languages
train-9660,Other / Domain Specialist,REST API,Web & Frameworks
train-9660,Other / Domain Specialist,SQL,Databases & Storage
train-9660,Other / Domain Specialist,SQL Server,Databases & Storage
train-9660,Other / Domain Specialist,jQuery,Web & Frameworks
train-9664,Other / Domain Specialist,SEO,BI & Analytics Tools
train-9666,Other / Domain Specialist,SEO,BI & Analytics Tools
train-9667,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9667,Other / Domain Specialist,Project Management,Management & Soft Skills
train-9668,Mobile App Developer,HTML,Web & Frameworks
train-9668,Mobile App Developer,Java,Programming Languages
train-9668,Mobile App Developer,JavaScript,Programming Languages
train-9668,Mobile App Developer,MongoDB,Databases & Storage
train-9668,Mobile App Developer,Node.js,Web & Frameworks
train-9668,Mobile App Developer,PHP,Programming Languages
train-9668,Mobile App Developer,REST API,Web & Frameworks
train-9669,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9669,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9675,Data Analyst,Data Analysis,Data Science & AI
train-9675,Data Analyst,SQL,Databases & Storage
train-9675,Data Analyst,Tableau,BI & Analytics Tools
train-9676,Other / Domain Specialist,Algorithms,Data Science & AI
train-9677,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9677,Other / Domain Specialist,Project Management,Management & Soft Skills
train-9678,Other / Domain Specialist,Bootstrap,Web & Frameworks
train-9678,Other / Domain Specialist,CSS,Web & Frameworks
train-9678,Other / Domain Specialist,Git,Cloud & DevOps
train-9678,Other / Domain Specialist,JavaScript,Programming Languages
train-9681,Other / Domain Specialist,Excel,BI & Analytics Tools
train-9682,Project Manager,Communication,Management & Soft Skills
train-9682,Project Manager,Financial Analysis,Management & Soft Skills
train-9682,Project Manager,Project Management,Management & Soft Skills
train-9684,Full Stack Developer,AWS,Cloud & DevOps
train-9684,Full Stack Developer,JavaScript,Programming Languages
train-9684,Full Stack Developer,Linux,Cloud & DevOps
train-9684,Full Stack Developer,Node.js,Web & Frameworks
train-9687,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9688,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9688,Other / Domain Specialist,Excel,BI & Analytics Tools
train-9690,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9690,Other / Domain Specialist,Excel,BI & Analytics Tools
train-9690,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-9690,Other / Domain Specialist,SAS,Data Science & AI
train-9690,Other / Domain Specialist,Tableau,BI & Analytics Tools
train-9694,Machine Learning Engineer,Java,Programming Languages
train-9694,Machine Learning Engineer,Machine Learning,Data Science & AI
train-9694,Machine Learning Engineer,MySQL,Databases & Storage
train-9694,Machine Learning Engineer,Python,Programming Languages
train-9694,Machine Learning Engineer,Redis,Databases & Storage
train-9694,Machine Learning Engineer,Scala,Programming Languages
train-9695,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-9697,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9699,Business Analyst,Business Analysis,Management & Soft Skills
train-9699,Business Analyst,Project Management,Management & Soft Skills
train-9703,Other / Domain Specialist,Communication,Management & Soft Skills
train-9703,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9704,Data Scientist,Data Mining,Data Science & AI
train-9704,Data Scientist,Data Science,Data Science & AI
train-9704,Data Scientist,Hive,Databases & Storage
train-9704,Data Scientist,MongoDB,Databases & Storage
train-9704,Data Scientist,NoSQL,Databases & Storage
train-9704,Data Scientist,R,Programming Languages
train-9704,Data Scientist,SQL,Databases & Storage
train-9706,Data Scientist,Algorithms,Data Science & AI
train-9706,Data Scientist,Deep Learning,Data Science & AI
train-9706,Data Scientist,Machine Learning,Data Science & AI
train-9707,Other / Domain Specialist,C,Programming Languages
train-9707,Other / Domain Specialist,Communication,Management & Soft Skills
train-9707,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9707,Other / Domain Specialist,Leadership,Management & Soft Skills
train-9707,Other / Domain Specialist,Project Management,Management & Soft Skills
train-9707,Other / Domain Specialist,Python,Programming Languages
train-9709,Other / Domain Specialist,SEM,BI & Analytics Tools
train-9710,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9714,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9715,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9716,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9716,Other / Domain Specialist,Google Analytics,BI & Analytics Tools
train-9716,Other / Domain Specialist,SEM,BI & Analytics Tools
train-9716,Other / Domain Specialist,SEO,BI & Analytics Tools
train-9722,Other / Domain Specialist,Product Management,Management & Soft Skills
train-9726,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9732,Other / Domain Specialist,CSS,Web & Frameworks
train-9732,Other / Domain Specialist,HTML,Web & Frameworks
train-9732,Other / Domain Specialist,JavaScript,Programming Languages
train-9732,Other / Domain Specialist,MySQL,Databases & Storage
train-9732,Other / Domain Specialist,PHP,Programming Languages
train-9732,Other / Domain Specialist,jQuery,Web & Frameworks
train-9733,Backend Developer,Data Analysis,Data Science & AI
train-9733,Backend Developer,Leadership,Management & Soft Skills
train-9733,Backend Developer,Project Management,Management & Soft Skills
train-9734,Other / Domain Specialist,Java,Programming Languages
train-9735,Full Stack Developer,Angular,Web & Frameworks
train-9735,Full Stack Developer,Django,Web & Frameworks
train-9735,Full Stack Developer,JavaScript,Programming Languages
train-9735,Full Stack Developer,MongoDB,Databases & Storage
train-9735,Full Stack Developer,NoSQL,Databases & Storage
train-9735,Full Stack Developer,PHP,Programming Languages
train-9735,Full Stack Developer,Python,Programming Languages
train-9736,Business Analyst,Business Analysis,Management & Soft Skills
train-9737,Other / Domain Specialist,CSS,Web & Frameworks
train-9737,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9737,Other / Domain Specialist,HTML,Web & Frameworks
train-9737,Other / Domain Specialist,Java,Programming Languages
train-9737,Other / Domain Specialist,JavaScript,Programming Languages
train-9739,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9740,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9741,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9745,Data Analyst,SQL,Databases & Storage
train-9748,Other / Domain Specialist,Business Analysis,Management & Soft Skills
train-9748,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9748,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9749,Digital Marketing Specialist,Data Analysis,Data Science & AI
train-9749,Digital Marketing Specialist,Google Analytics,BI & Analytics Tools
train-9749,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-9753,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9753,Other / Domain Specialist,TypeScript,Programming Languages
train-9755,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9762,Business Analyst,Agile,Management & Soft Skills
train-9762,Business Analyst,Business Analysis,Management & Soft Skills
train-9762,Business Analyst,Product Management,Management & Soft Skills
train-9764,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9767,Data Engineer,Hadoop,Data Science & AI
train-9767,Data Engineer,Project Management,Management & Soft Skills
train-9769,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-9770,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9773,Other / Domain Specialist,Communication,Management & Soft Skills
train-9773,Other / Domain Specialist,Leadership,Management & Soft Skills
train-9778,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9778,Other / Domain Specialist,Machine Learning,Data Science & AI
train-9778,Other / Domain Specialist,Python,Programming Languages
train-9778,Other / Domain Specialist,SQL,Databases & Storage
train-9787,Other / Domain Specialist,Leadership,Management & Soft Skills
train-9791,Business Analyst,Business Analysis,Management & Soft Skills
train-9791,Business Analyst,Java,Programming Languages
train-9791,Business Analyst,SQL,Databases & Storage
train-9791,Business Analyst,Tableau,BI & Analytics Tools
train-9792,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9792,Other / Domain Specialist,R,Programming Languages
train-9793,Machine Learning Engineer,Data Analysis,Data Science & AI
train-9793,Machine Learning Engineer,Machine Learning,Data Science & AI
train-9793,Machine Learning Engineer,Natural Language Processing,Data Science & AI
train-9793,Machine Learning Engineer,Python,Programming Languages
train-9794,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9800,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9801,Other / Domain Specialist,ASP.NET,Web & Frameworks
train-9801,Other / Domain Specialist,C,Programming Languages
train-9801,Other / Domain Specialist,C#,Programming Languages
train-9801,Other / Domain Specialist,C++,Programming Languages
train-9801,Other / Domain Specialist,MySQL,Databases & Storage
train-9801,Other / Domain Specialist,SQL,Databases & Storage
train-9801,Other / Domain Specialist,SQL Server,Databases & Storage
train-9805,Other / Domain Specialist,Leadership,Management & Soft Skills
train-9805,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-9806,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9807,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9808,Machine Learning Engineer,Azure,Cloud & DevOps
train-9808,Machine Learning Engineer,Data Analysis,Data Science & AI
train-9808,Machine Learning Engineer,Machine Learning,Data Science & AI
train-9811,QA / Test Engineer,REST API,Web & Frameworks
train-9812,Product Manager,Product Management,Management & Soft Skills
train-9815,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9815,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-9818,Machine Learning Engineer,Algorithms,Data Science & AI
train-9818,Machine Learning Engineer,Apache Spark,Data Science & AI
train-9818,Machine Learning Engineer,Data Analysis,Data Science & AI
train-9818,Machine Learning Engineer,Data Mining,Data Science & AI
train-9818,Machine Learning Engineer,Machine Learning,Data Science & AI
train-9818,Machine Learning Engineer,Python,Programming Languages
train-9819,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9820,Backend Developer,Data Analysis,Data Science & AI
train-9820,Backend Developer,JavaScript,Programming Languages
train-9820,Backend Developer,MongoDB,Databases & Storage
train-9820,Backend Developer,MySQL,Databases & Storage
train-9820,Backend Developer,REST API,Web & Frameworks
train-9820,Backend Developer,Redis,Databases & Storage
train-9822,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9822,Other / Domain Specialist,SQL,Databases & Storage
train-9830,Other / Domain Specialist,Business Analysis,Management & Soft Skills
train-9830,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9830,Other / Domain Specialist,Oracle,Databases & Storage
train-9831,Full Stack Developer,Java,Programming Languages
train-9831,Full Stack Developer,JavaScript,Programming Languages
train-9831,Full Stack Developer,REST API,Web & Frameworks
train-9831,Full Stack Developer,jQuery,Web & Frameworks
train-9834,Other / Domain Specialist,SQL,Databases & Storage
train-9834,Other / Domain Specialist,SQL Server,Databases & Storage
train-9837,Other / Domain Specialist,Agile,Management & Soft Skills
train-9842,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9846,Software Engineer,ASP.NET,Web & Frameworks
train-9846,Software Engineer,C,Programming Languages
train-9846,Software Engineer,C#,Programming Languages
train-9849,Backend Developer,Java,Programming Languages
train-9850,Software Engineer,ASP.NET,Web & Frameworks
train-9850,Software Engineer,C,Programming Languages
train-9850,Software Engineer,C#,Programming Languages
train-9850,Software Engineer,JavaScript,Programming Languages
train-9850,Software Engineer,jQuery,Web & Frameworks
train-9853,QA / Test Engineer,REST API,Web & Frameworks
train-9855,Other / Domain Specialist,Leadership,Management & Soft Skills
train-9860,Machine Learning Engineer,Data Mining,Data Science & AI
train-9860,Machine Learning Engineer,Machine Learning,Data Science & AI
train-9860,Machine Learning Engineer,SAS,Data Science & AI
train-9861,Business Analyst,Business Analysis,Management & Soft Skills
train-9861,Business Analyst,Communication,Management & Soft Skills
train-9869,Other / Domain Specialist,Business Analysis,Management & Soft Skills
train-9869,Other / Domain Specialist,Project Management,Management & Soft Skills
train-9871,Other / Domain Specialist,Agile,Management & Soft Skills
train-9871,Other / Domain Specialist,Data Science,Data Science & AI
train-9871,Other / Domain Specialist,Python,Programming Languages
train-9871,Other / Domain Specialist,R,Programming Languages
train-9871,Other / Domain Specialist,SQL,Databases & Storage
train-9871,Other / Domain Specialist,SQL Server,Databases & Storage
train-9874,Other / Domain Specialist,Apache Spark,Data Science & AI
train-9874,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9874,Other / Domain Specialist,Scala,Programming Languages
train-9880,Other / Domain Specialist,Java,Programming Languages
train-9880,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-9880,Other / Domain Specialist,SQL,Databases & Storage
train-9887,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9889,Other / Domain Specialist,Power BI,BI & Analytics Tools
train-9889,Other / Domain Specialist,Tableau,BI & Analytics Tools
train-9894,Other / Domain Specialist,Java,Programming Languages
train-9894,Other / Domain Specialist,MongoDB,Databases & Storage
train-9894,Other / Domain Specialist,MySQL,Databases & Storage
train-9894,Other / Domain Specialist,REST API,Web & Frameworks
train-9894,Other / Domain Specialist,Redis,Databases & Storage
train-9894,Other / Domain Specialist,Spring Boot,Web & Frameworks
train-9897,Backend Developer,Data Analysis,Data Science & AI
train-9898,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9898,Other / Domain Specialist,Excel,BI & Analytics Tools
train-9899,Other / Domain Specialist,Leadership,Management & Soft Skills
train-9901,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9901,Other / Domain Specialist,Machine Learning,Data Science & AI
train-9901,Other / Domain Specialist,Python,Programming Languages
train-9901,Other / Domain Specialist,R,Programming Languages
train-9901,Other / Domain Specialist,SAS,Data Science & AI
train-9901,Other / Domain Specialist,SQL,Databases & Storage
train-9902,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9904,Other / Domain Specialist,SQL,Databases & Storage
train-9904,Other / Domain Specialist,SQL Server,Databases & Storage
train-9905,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9905,Other / Domain Specialist,Project Management,Management & Soft Skills
train-9905,Other / Domain Specialist,Python,Programming Languages
train-9905,Other / Domain Specialist,R,Programming Languages
train-9905,Other / Domain Specialist,SAS,Data Science & AI
train-9906,Digital Marketing Specialist,PHP,Programming Languages
train-9906,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-9912,Other / Domain Specialist,AWS,Cloud & DevOps
train-9912,Other / Domain Specialist,Ansible,Cloud & DevOps
train-9912,Other / Domain Specialist,CI/CD,Cloud & DevOps
train-9912,Other / Domain Specialist,Python,Programming Languages
train-9912,Other / Domain Specialist,Ruby,Programming Languages
train-9919,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9919,Other / Domain Specialist,Google Analytics,BI & Analytics Tools
train-9919,Other / Domain Specialist,SEM,BI & Analytics Tools
train-9920,Other / Domain Specialist,Agile,Management & Soft Skills
train-9920,Other / Domain Specialist,Oracle,Databases & Storage
train-9920,Other / Domain Specialist,SQL,Databases & Storage
train-9922,Data Analyst,Data Analysis,Data Science & AI
train-9922,Data Analyst,Power BI,BI & Analytics Tools
train-9922,Data Analyst,SQL,Databases & Storage
train-9922,Data Analyst,SQL Server,Databases & Storage
train-9924,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9925,Other / Domain Specialist,Apache Spark,Data Science & AI
train-9925,Other / Domain Specialist,Hadoop,Data Science & AI
train-9925,Other / Domain Specialist,Hive,Databases & Storage
train-9925,Other / Domain Specialist,Scala,Programming Languages
train-9931,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9931,Other / Domain Specialist,SAS,Data Science & AI
train-9932,Machine Learning Engineer,Algorithms,Data Science & AI
train-9932,Machine Learning Engineer,Data Analysis,Data Science & AI
train-9932,Machine Learning Engineer,Machine Learning,Data Science & AI
train-9932,Machine Learning Engineer,NumPy,Data Science & AI
train-9932,Machine Learning Engineer,Python,Programming Languages
train-9934,Other / Domain Specialist,ASP.NET,Web & Frameworks
train-9934,Other / Domain Specialist,C,Programming Languages
train-9934,Other / Domain Specialist,C#,Programming Languages
train-9934,Other / Domain Specialist,C++,Programming Languages
train-9934,Other / Domain Specialist,MySQL,Databases & Storage
train-9934,Other / Domain Specialist,SQL,Databases & Storage
train-9934,Other / Domain Specialist,SQL Server,Databases & Storage
train-9940,Digital Marketing Specialist,SEM,BI & Analytics Tools
train-9940,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-9941,Machine Learning Engineer,Deep Learning,Data Science & AI
train-9941,Machine Learning Engineer,Machine Learning,Data Science & AI
train-9941,Machine Learning Engineer,Natural Language Processing,Data Science & AI
train-9950,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9955,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9958,Business Analyst,REST API,Web & Frameworks
train-9959,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9960,Other / Domain Specialist,Java,Programming Languages
train-9961,Machine Learning Engineer,Business Analysis,Management & Soft Skills
train-9961,Machine Learning Engineer,Data Mining,Data Science & AI
train-9961,Machine Learning Engineer,Machine Learning,Data Science & AI
train-9962,Other / Domain Specialist,Communication,Management & Soft Skills
train-9964,Other / Domain Specialist,Excel,BI & Analytics Tools
train-9964,Other / Domain Specialist,SQL,Databases & Storage
train-9964,Other / Domain Specialist,SQL Server,Databases & Storage
train-9964,Other / Domain Specialist,TypeScript,Programming Languages
train-9966,Other / Domain Specialist,Business Analysis,Management & Soft Skills
train-9967,Backend Developer,Business Analysis,Management & Soft Skills
train-9967,Backend Developer,Go,Programming Languages
train-9972,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9976,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9980,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9983,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-9985,Other / Domain Specialist,Business Analysis,Management & Soft Skills
train-9987,Other / Domain Specialist,Excel,BI & Analytics Tools
train-9987,Other / Domain Specialist,SQL,Databases & Storage
train-9988,Other / Domain Specialist,Azure,Cloud & DevOps
train-9990,Machine Learning Engineer,Data Analysis,Data Science & AI
train-9990,Machine Learning Engineer,Deep Learning,Data Science & AI
train-9990,Machine Learning Engineer,Machine Learning,Data Science & AI
train-9990,Machine Learning Engineer,Natural Language Processing,Data Science & AI
train-9993,Other / Domain Specialist,Communication,Management & Soft Skills
train-9995,Other / Domain Specialist,Communication,Management & Soft Skills
train-9998,Other / Domain Specialist,Data Analysis,Data Science & AI
train-9998,Other / Domain Specialist,SAS,Data Science & AI
train-9999,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-10005,Data Scientist,Data Analysis,Data Science & AI
train-10005,Data Scientist,Machine Learning,Data Science & AI
train-10005,Data Scientist,Python,Programming Languages
train-10005,Data Scientist,R,Programming Languages
train-10007,Business Analyst,Business Analysis,Management & Soft Skills
train-10008,Project Manager,Angular,Web & Frameworks
train-10008,Project Manager,HTML,Web & Frameworks
train-10008,Project Manager,Java,Programming Languages
train-10008,Project Manager,PHP,Programming Languages
train-10014,Other / Domain Specialist,SEM,BI & Analytics Tools
train-10017,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-10018,Backend Developer,Communication,Management & Soft Skills
train-10018,Backend Developer,Linux,Cloud & DevOps
train-10018,Backend Developer,Python,Programming Languages
train-10018,Backend Developer,REST API,Web & Frameworks
train-10020,Data Scientist,Algorithms,Data Science & AI
train-10020,Data Scientist,Data Mining,Data Science & AI
train-10020,Data Scientist,Python,Programming Languages
train-10021,Business Analyst,Oracle,Databases & Storage
train-10024,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-10025,Software Engineer,Java,Programming Languages
train-10025,Software Engineer,REST API,Web & Frameworks
train-10029,Other / Domain Specialist,Excel,BI & Analytics Tools
train-10031,Other / Domain Specialist,Data Analysis,Data Science & AI
train-10032,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-10033,Data Engineer,Agile,Management & Soft Skills
train-10033,Data Engineer,Hadoop,Data Science & AI
train-10033,Data Engineer,Hive,Databases & Storage
train-10033,Data Engineer,Java,Programming Languages
train-10033,Data Engineer,Python,Programming Languages
train-10034,Machine Learning Engineer,Machine Learning,Data Science & AI
train-10034,Machine Learning Engineer,Python,Programming Languages
train-10034,Machine Learning Engineer,R,Programming Languages
train-10037,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-10039,Business Analyst,Business Analysis,Management & Soft Skills
train-10041,Other / Domain Specialist,HTML,Web & Frameworks
train-10041,Other / Domain Specialist,JavaScript,Programming Languages
train-10045,Backend Developer,Hadoop,Data Science & AI
train-10045,Backend Developer,Java,Programming Languages
train-10045,Backend Developer,Spring Boot,Web & Frameworks
train-10049,Data Scientist,Data Analysis,Data Science & AI
train-10049,Data Scientist,Deep Learning,Data Science & AI
train-10049,Data Scientist,Machine Learning,Data Science & AI
train-10052,Data Engineer,Azure,Cloud & DevOps
train-10052,Data Engineer,C,Programming Languages
train-10052,Data Engineer,C#,Programming Languages
train-10052,Data Engineer,Hadoop,Data Science & AI
train-10052,Data Engineer,SQL,Databases & Storage
train-10053,Other / Domain Specialist,HTML,Web & Frameworks
train-10053,Other / Domain Specialist,JavaScript,Programming Languages
train-10053,Other / Domain Specialist,Node.js,Web & Frameworks
train-10053,Other / Domain Specialist,Python,Programming Languages
train-10053,Other / Domain Specialist,React,Web & Frameworks
train-10054,Business Analyst,Communication,Management & Soft Skills
train-10060,Project Manager,Project Management,Management & Soft Skills
train-10063,Digital Marketing Specialist,Data Analysis,Data Science & AI
train-10063,Digital Marketing Specialist,Google Analytics,BI & Analytics Tools
train-10063,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-10065,Mobile App Developer,Data Analysis,Data Science & AI
train-10065,Mobile App Developer,Java,Programming Languages
train-10065,Mobile App Developer,JavaScript,Programming Languages
train-10065,Mobile App Developer,MySQL,Databases & Storage
train-10065,Mobile App Developer,REST API,Web & Frameworks
train-10065,Mobile App Developer,Spring Boot,Web & Frameworks
train-10066,Other / Domain Specialist,Data Analysis,Data Science & AI
train-10066,Other / Domain Specialist,Hadoop,Data Science & AI
train-10066,Other / Domain Specialist,Hive,Databases & Storage
train-10066,Other / Domain Specialist,SAS,Data Science & AI
train-10067,Other / Domain Specialist,Data Analysis,Data Science & AI
train-10067,Other / Domain Specialist,Oracle,Databases & Storage
train-10081,Software Engineer,Algorithms,Data Science & AI
train-10081,Software Engineer,Java,Programming Languages
train-10083,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-10084,Data Analyst,Data Analysis,Data Science & AI
train-10085,Machine Learning Engineer,Machine Learning,Data Science & AI
train-10085,Machine Learning Engineer,Python,Programming Languages
train-10085,Machine Learning Engineer,R,Programming Languages
train-10085,Machine Learning Engineer,Tableau,BI & Analytics Tools
train-10086,Other / Domain Specialist,SQL,Databases & Storage
train-10086,Other / Domain Specialist,SQL Server,Databases & Storage
train-10091,Cybersecurity Analyst,Data Analysis,Data Science & AI
train-10094,Other / Domain Specialist,Oracle,Databases & Storage
train-10094,Other / Domain Specialist,SQL,Databases & Storage
train-10096,Machine Learning Engineer,Algorithms,Data Science & AI
train-10096,Machine Learning Engineer,Deep Learning,Data Science & AI
train-10096,Machine Learning Engineer,Machine Learning,Data Science & AI
train-10096,Machine Learning Engineer,Natural Language Processing,Data Science & AI
train-10098,Data Analyst,Data Analysis,Data Science & AI
train-10098,Data Analyst,Excel,BI & Analytics Tools
train-10098,Data Analyst,Python,Programming Languages
train-10098,Data Analyst,R,Programming Languages
train-10098,Data Analyst,SAS,Data Science & AI
train-10098,Data Analyst,SQL,Databases & Storage
train-10103,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-10104,Other / Domain Specialist,Communication,Management & Soft Skills
train-10104,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-10109,Other / Domain Specialist,Business Analysis,Management & Soft Skills
train-10115,Software Engineer,C,Programming Languages
train-10115,Software Engineer,C++,Programming Languages
train-10115,Software Engineer,Java,Programming Languages
train-10115,Software Engineer,Python,Programming Languages
