job_id,skill
train-3987,python
train-3987,sql
train-3987,tableau
train-3987,data analysis
train-3988,data analysis
train-3988,project management
train-3989,java
train-3992,data analysis
train-3995,java
train-3996,project management
train-3999,project management
train-4001,project management
train-4006,javascript
train-4007,python
train-4008,python
train-4008,sql
train-4008,data analysis
train-4009,project management
train-4011,sql
train-4012,sql
train-4017,machine learning
train-4019,machine learning
train-4028,project management
train-4035,sql
train-4042,python
train-4042,javascript
train-4042,django
train-4044,python
train-4044,java
train-4048,java
train-4048,data analysis
train-4050,communication
train-4051,communication
train-4054,sql
train-4054,data analysis
train-4055,azure
train-4055,communication
train-4060,machine learning
train-4062,communication
train-4065,sql
train-4069,communication
train-4072,excel
train-4072,data analysis
train-4076,sql
train-4079,sql
train-4079,java
train-4083,data analysis
train-4086,python
train-4086,java
train-4086,aws
train-4090,sql
train-4096,communication
train-4098,excel
train-4098,communication
train-4102,java
train-4102,javascript
train-4104,excel
train-4108,python
train-4108,sql
train-4108,machine learning
train-4113,python
train-4113,docker
train-4113,azure
train-4118,sql
train-4119,communication
train-4131,sql
train-4131,javascript
train-4131,azure
train-4132,sql
train-4135,python
train-4135,sql
train-4135,machine learning
train-4136,project management
train-4148,communication
train-4150,project management
train-4151,project management
train-4153,sql
train-4153,power bi
train-4153,data analysis
train-4154,docker
train-4156,sql
train-4156,excel
train-4156,tableau
train-4160,python
train-4160,java
train-4160,machine learning
train-4163,communication
train-4164,python
train-4164,excel
train-4166,sql
train-4166,excel
train-4166,data analysis
train-4170,data analysis
train-4171,python
train-4171,java
train-4171,machine learning
train-4187,sql
train-4194,java
train-4194,javascript
train-4194,project management
train-4196,python
train-4196,java
train-4196,data analysis
train-4211,machine learning
train-4214,project management
train-4215,sql
train-4215,java
train-4215,javascript
train-4221,communication
train-4233,sql
train-4233,javascript
train-4236,sql
train-4237,sql
train-4237,java
train-4239,python
train-4239,sql
train-4239,machine learning
train-4242,python
train-4244,python
train-4250,excel
train-4250,data analysis
train-4252,excel
train-4252,tableau
train-4254,python
train-4254,sql
train-4257,project management
train-4263,java
train-4266,communication
train-4268,python
train-4268,sql
train-4268,tableau
train-4268,machine learning
train-4278,java
train-4278,javascript
train-4282,sql
train-4282,communication
train-4286,project management
train-4287,java
train-4292,power bi
train-4292,tableau
train-4297,project management
train-4304,sql
train-4311,python
train-4311,excel
train-4311,machine learning
train-4311,data analysis
train-4314,excel
train-4314,data analysis
train-4316,machine learning
train-4322,python
train-4326,excel
train-4329,java
train-4329,project management
train-4330,javascript
train-4332,sql
train-4334,java
train-4334,git
train-4335,project management
train-4339,communication
train-4343,excel
train-4343,data analysis
train-4344,excel
train-4344,communication
train-4350,java
train-4350,javascript
train-4359,python
train-4359,java
train-4361,project management
train-4366,machine learning
train-4369,python
train-4369,machine learning
train-4374,java
train-4374,javascript
train-4379,data analysis
train-4380,project management
train-4383,excel
train-4383,data analysis
train-4387,sql
train-4389,sql
train-4396,python
train-4396,communication
train-4399,sql
train-4402,javascript
train-4408,python
train-4408,sql
train-4412,project management
train-4414,machine learning
train-4418,excel
train-4434,aws
train-4437,sql
train-4437,java
train-4438,communication
train-4440,excel
train-4441,sql
train-4441,java
train-4441,javascript
train-4444,communication
train-4447,machine learning
train-4447,numpy
train-4451,sql
train-4451,javascript
train-4452,excel
train-4452,tableau
train-4454,data analysis
train-4455,project management
train-4489,python
train-4489,java
train-4500,project management
train-4501,communication
train-4510,java
train-4512,communication
train-4516,java
train-4517,javascript
train-4523,excel
train-4529,sql
train-4529,excel
train-4529,data analysis
train-4530,machine learning
train-4531,sql
train-4531,excel
train-4532,machine learning
train-4535,excel
train-4538,data analysis
train-4540,sql
train-4544,python
train-4550,data analysis
train-4552,sql
train-4558,python
train-4558,sql
train-4558,java
train-4558,machine learning
train-4562,communication
train-4573,project management
train-4574,sql
train-4574,javascript
train-4577,excel
train-4582,python
train-4583,sql
train-4583,java
train-4585,javascript
train-4585,git
train-4598,java
train-4598,javascript
train-4605,javascript
train-4605,react
train-4606,python
train-4606,java
train-4614,machine learning
train-4616,sql
train-4617,aws
train-4620,excel
train-4623,communication
train-4629,sql
train-4631,python
train-4636,sql
train-4636,tableau
train-4638,aws
train-4638,project management
train-4639,sql
train-4640,communication
train-4641,sql
train-4647,machine learning
train-4648,sql
train-4654,communication
train-4658,javascript
train-4662,sql
train-4662,azure
train-4672,communication
train-4676,sql
train-4676,data analysis
train-4687,communication
train-4691,excel
train-4692,data analysis
train-4695,python
train-4695,sql
train-4695,machine learning
train-4695,numpy
train-4697,excel
train-4697,communication
train-4701,sql
train-4704,python
train-4704,excel
train-4704,data analysis
train-4704,project management
train-4711,communication
train-4712,java
train-4718,excel
train-4724,sql
train-4726,sql
train-4726,excel
train-4728,project management
train-4741,sql
train-4745,python
train-4745,sql
train-4747,sql
train-4748,python
train-4748,sql
train-4748,machine learning
train-4759,sql
train-4761,communication
train-4768,javascript
train-4768,node.js
train-4775,java
train-4776,sql
train-4776,project management
train-4783,java
train-4783,javascript
train-4784,sql
train-4787,communication
train-4788,communication
train-4789,java
train-4789,javascript
train-4789,node.js
train-4801,sql
train-4801,excel
train-4803,sql
train-4806,node.js
train-4810,data analysis
train-4811,communication
train-4813,project management
train-4818,communication
train-4821,java
train-4821,javascript
train-4823,java
train-4823,node.js
train-4829,communication
train-4832,data analysis
train-4832,project management
train-4833,excel
train-4833,data analysis
train-4844,project management
train-4851,project management
train-4864,project management
train-4865,excel
train-4865,machine learning
train-4881,sql
train-4881,excel
train-4883,machine learning
train-4887,communication
train-4888,python
train-4888,machine learning
train-4895,project management
train-4908,python
train-4908,sql
train-4912,sql
train-4914,python
train-4914,javascript
train-4914,django
train-4922,machine learning
train-4923,python
train-4923,machine learning
train-4943,azure
train-4950,project management
train-4956,sql
train-4958,java
train-4965,machine learning
train-4965,project management
train-4966,python
train-4966,django
train-4966,project management
train-4974,javascript
train-4974,azure
train-4976,java
train-4979,sql
train-4979,excel
train-4985,tableau
train-4993,communication
train-4998,tableau
train-4998,data analysis
train-5001,javascript
train-5006,data analysis
train-5012,python
train-5012,sql
train-5012,java
train-5012,machine learning
train-5014,python
train-5014,java
train-5016,python
train-5016,machine learning
train-5018,python
train-5018,sql
train-5021,javascript
train-5023,sql
train-5023,data analysis
train-5025,sql
train-5025,javascript
train-5034,power bi
train-5036,excel
train-5037,java
train-5038,javascript
train-5039,sql
train-5039,machine learning
train-5043,power bi
train-5043,tableau
train-5043,data analysis
train-5045,project management
train-5047,communication
train-5048,javascript
train-5048,data analysis
train-5049,javascript
train-5049,communication
train-5050,sql
train-5050,data analysis
train-5052,sql
train-5057,tableau
train-5077,java
train-5077,project management
train-5080,python
train-5080,machine learning
train-5084,sql
train-5086,communication
train-5088,node.js
train-5089,sql
train-5089,java
train-5090,machine learning
train-5090,data analysis
train-5099,sql
train-5100,communication
train-5103,sql
train-5120,excel
train-5123,excel
train-5123,tableau
train-5127,communication
train-5131,excel
train-5131,communication
train-5134,excel
train-5145,javascript
train-5145,git
train-5147,communication
train-5154,java
train-5155,sql
train-5155,machine learning
train-5156,python
train-5156,machine learning
train-5158,communication
train-5159,excel
train-5159,data analysis
train-5160,node.js
train-5162,python
train-5162,sql
train-5162,machine learning
train-5164,project management
train-5168,data analysis
train-5172,python
train-5172,java
train-5172,machine learning
train-5177,python
train-5177,machine learning
train-5183,javascript
train-5186,communication
train-5188,excel
train-5188,data analysis
train-5191,java
train-5194,python
train-5194,java
train-5194,machine learning
train-5196,python
train-5196,machine learning
train-5196,communication
train-5198,python
train-5198,machine learning
train-5198,data analysis
train-5199,javascript
train-5209,sql
train-5209,java
train-5215,python
train-5232,excel
train-5234,python
train-5243,javascript
train-5244,sql
train-5244,javascript
train-5247,java
train-5250,python
train-5250,tableau
train-5252,data analysis
train-5254,sql
train-5254,java
train-5255,communication
train-5257,sql
train-5259,java
train-5268,python
train-5268,sql
train-5268,java
train-5269,java
train-5270,javascript
train-5278,docker
train-5288,communication
train-5291,excel
train-5291,communication
train-5295,sql
train-5295,java
train-5296,python
train-5296,machine learning
train-5302,python
train-5306,java
train-5309,sql
train-5310,java
train-5310,git
train-5312,machine learning
train-5314,communication
train-5315,java
train-5316,sql
train-5316,data analysis
train-5318,python
train-5318,java
train-5318,javascript
train-5318,django
train-5319,sql
train-5319,java
train-5319,javascript
train-5319,react
train-5319,docker
train-5325,java
train-5326,excel
train-5330,communication
train-5335,data analysis
train-5341,project management
train-5346,tableau
train-5351,machine learning
train-5357,sql
train-5357,power bi
train-5357,tableau
train-5358,javascript
train-5359,excel
train-5364,power bi
train-5365,project management
train-5373,communication
train-5380,excel
train-5388,java
train-5389,project management
train-5390,javascript
train-5394,data analysis
train-5399,java
train-5399,machine learning
train-5402,python
train-5402,machine learning
train-5404,project management
train-5405,java
train-5412,communication
train-5413,project management
train-5418,python
train-5418,excel
train-5418,tableau
train-5418,communication
train-5420,python
train-5420,java
train-5424,data analysis
train-5431,tableau
train-5439,data analysis
train-5440,sql
train-5440,excel
train-5440,project management
train-5441,java
train-5447,excel
train-5454,sql
train-5457,sql
train-5465,python
train-5465,java
train-5465,javascript
train-5465,azure
train-5469,sql
train-5479,project management
train-5483,sql
train-5483,java
train-5491,excel
train-5492,communication
train-5495,python
train-5495,machine learning
train-5499,machine learning
train-5508,project management
train-5514,excel
train-5516,sql
train-5521,python
train-5522,sql
train-5536,java
train-5544,data analysis
train-5547,data analysis
train-5547,communication
train-5548,sql
train-5550,project management
train-5552,communication
train-5553,javascript
train-5553,azure
train-5556,java
train-5558,communication
train-5582,communication
train-5590,sql
train-5594,data analysis
train-5596,python
train-5596,sql
train-5596,java
train-5596,machine learning
train-5599,tableau
train-5599,project management
train-5600,javascript
train-5601,python
train-5601,java
train-5601,docker
train-5602,project management
train-5606,java
train-5606,javascript
train-5609,sql
train-5609,excel
train-5609,tableau
train-5610,sql
train-5611,python
train-5611,excel
train-5611,tableau
train-5611,java
train-5611,data analysis
train-5628,excel
train-5628,communication
train-5630,python
train-5630,sql
train-5630,django
train-5630,aws
train-5641,python
train-5641,machine learning
train-5648,python
train-5648,sql
train-5648,java
train-5650,python
train-5650,machine learning
train-5652,javascript
train-5653,sql
train-5653,java
train-5657,python
train-5657,git
train-5657,machine learning
train-5663,java
train-5665,data analysis
train-5665,communication
train-5679,python
train-5679,communication
train-5681,python
train-5681,data analysis
train-5686,communication
train-5687,python
train-5687,machine learning
train-5690,communication
train-5691,communication
train-5696,communication
train-5698,excel
train-5698,communication
train-5703,project management
train-5706,sql
train-5706,tableau
train-5710,javascript
train-5714,sql
train-5718,communication
train-5720,python
train-5725,communication
train-5729,java
train-5732,communication
train-5737,python
train-5737,java
train-5738,sql
train-5744,sql
train-5744,tableau
train-5745,excel
train-5749,excel
train-5750,data analysis
train-5758,java
train-5777,aws
train-5777,azure
train-5781,sql
train-5784,tableau
train-5785,java
train-5791,sql
train-5791,aws
train-5798,python
train-5810,python
train-5810,java
train-5810,javascript
train-5810,node.js
train-5810,docker
train-5816,excel
train-5817,machine learning
train-5819,machine learning
train-5822,python
train-5822,machine learning
train-5828,python
train-5828,java
train-5828,machine learning
train-5829,sql
train-5835,python
train-5835,sql
train-5838,python
train-5838,machine learning
train-5841,sql
train-5841,java
train-5845,django
train-5848,sql
train-5850,sql
train-5851,project management
train-5855,python
train-5855,aws
train-5855,communication
train-5859,machine learning
train-5860,python
train-5860,communication
train-5860,project management
train-5861,python
train-5861,machine learning
train-5865,aws
train-5881,sql
train-5893,sql
train-5896,python
train-5900,sql
train-5904,python
train-5904,machine learning
train-5904,communication
train-5909,java
train-5916,project management
train-5920,python
train-5920,machine learning
train-5923,project management
train-5940,sql
train-5949,project management
train-5955,sql
train-5963,sql
train-5963,data analysis
train-5970,java
train-5980,sql
train-5980,tableau
train-6004,sql
train-6004,javascript
train-6007,excel
train-6008,communication
train-6009,python
train-6009,data analysis
train-6012,project management
train-6013,python
train-6013,sql
train-6013,javascript
train-6014,java
train-6024,project management
train-6027,tableau
train-6037,javascript
train-6037,communication
train-6047,python
train-6054,sql
train-6055,project management
train-6058,data analysis
train-6058,project management
train-6063,communication
train-6064,java
train-6065,javascript
train-6066,excel
train-6068,communication
train-6071,aws
train-6074,communication
train-6082,python
train-6082,machine learning
train-6084,machine learning
train-6087,java
train-6088,project management
train-6092,excel
train-6092,data analysis
train-6093,communication
train-6093,project management
train-6099,sql
train-6099,excel
train-6099,tableau
train-6099,project management
train-6101,sql
train-6101,excel
train-6101,tableau
train-6102,java
train-6104,java
train-6118,javascript
train-6118,communication
train-6119,excel
train-6120,data analysis
train-6123,sql
train-6135,excel
train-6137,machine learning
train-6145,excel
train-6149,python
train-6149,sql
train-6166,python
train-6169,communication
train-6174,java
train-6174,docker
train-6182,python
train-6182,java
train-6182,machine learning
train-6186,excel
train-6188,java
train-6190,sql
train-6190,javascript
train-6191,excel
train-6191,data analysis
train-6199,communication
train-6201,python
train-6201,sql
train-6201,excel
train-6201,machine learning
train-6205,javascript
train-6205,react
train-6205,node.js
train-6206,python
train-6206,sql
train-6206,tableau
train-6206,machine learning
train-6220,data analysis
train-6227,python
train-6227,sql
train-6227,java
train-6227,javascript
train-6227,git
train-6229,java
train-6231,python
train-6234,sql
train-6234,aws
train-6245,sql
train-6245,excel
train-6246,project management
train-6253,data analysis
train-6254,azure
train-6254,machine learning
train-6257,project management
train-6258,javascript
train-6268,javascript
train-6290,communication
train-6292,communication
train-6296,java
train-6297,sql
train-6299,python
train-6300,sql
train-6301,project management
train-6303,java
train-6303,aws
train-6307,sql
train-6307,java
train-6307,javascript
train-6310,python
train-6310,sql
train-6310,java
train-6315,data analysis
train-6336,sql
train-6336,java
train-6341,sql
train-6347,sql
train-6348,javascript
train-6348,node.js
train-6355,tableau
train-6357,java
train-6360,communication
train-6361,java
train-6362,python
train-6362,machine learning
train-6363,javascript
train-6364,excel
train-6364,communication
train-6366,project management
train-6375,python
train-6375,javascript
train-6375,git
train-6378,communication
train-6379,python
train-6383,python
train-6391,machine learning
train-6392,sql
train-6394,java
train-6400,excel
train-6414,azure
train-6419,project management
train-6431,java
train-6433,sql
train-6439,sql
train-6439,java
train-6444,java
train-6448,java
train-6448,project management
train-6451,data analysis
train-6451,project management
train-6452,data analysis
train-6454,node.js
train-6458,data analysis
train-6461,python
train-6461,machine learning
train-6463,project management
train-6465,communication
train-6467,excel
train-6467,data analysis
train-6471,sql
train-6471,java
train-6474,azure
train-6476,sql
train-6476,javascript
train-6476,azure
train-6496,java
train-6501,project management
train-6507,sql
train-6507,excel
train-6507,data analysis
train-6513,machine learning
train-6518,python
train-6518,sql
train-6518,machine learning
train-6522,sql
train-6522,azure
train-6523,communication
train-6524,sql
train-6524,machine learning
train-6526,project management
train-6528,project management
train-6530,java
train-6532,communication
train-6542,excel
train-6548,communication
train-6551,python
train-6551,javascript
train-6553,communication
train-6554,data analysis
train-6555,data analysis
train-6561,sql
train-6561,javascript
train-6566,excel
train-6570,machine learning
train-6571,data analysis
train-6572,python
train-6575,tableau
train-6577,communication
train-6578,communication
train-6587,sql
train-6597,python
train-6597,sql
train-6611,excel
train-6616,excel
train-6619,communication
train-6621,javascript
train-6621,communication
train-6623,java
train-6623,javascript
train-6642,python
train-6642,java
train-6642,machine learning
train-6648,python
train-6648,sql
train-6648,java
train-6649,data analysis
train-6650,python
train-6650,sql
train-6650,java
train-6650,machine learning
train-6650,data analysis
train-6656,excel
train-6664,machine learning
train-6666,project management
train-6672,communication
train-6679,communication
train-6682,sql
train-6682,excel
train-6683,communication
train-6684,java
train-6688,data analysis
train-6692,excel
train-6694,sql
train-6699,communication
train-6721,java
train-6723,data analysis
train-6724,excel
train-6738,java
train-6740,machine learning
train-6748,project management
train-6751,python
train-6756,communication
train-6761,sql
train-6761,javascript
train-6761,git
train-6762,excel
train-6762,data analysis
train-6768,project management
train-6769,sql
train-6769,excel
train-6769,project management
train-6771,machine learning
train-6773,sql
train-6775,sql
train-6775,excel
train-6775,tableau
train-6780,java
train-6784,sql
train-6784,machine learning
train-6787,project management
train-6793,communication
train-6794,project management
train-6798,sql
train-6798,excel
train-6808,machine learning
train-6819,excel
train-6819,data analysis
train-6821,communication
train-6826,excel
train-6831,project management
train-6832,java
train-6844,data analysis
train-6845,tableau
train-6854,machine learning
train-6858,java
train-6858,javascript
train-6859,data analysis
train-6862,python
train-6862,machine learning
train-6868,excel
train-6874,machine learning
train-6876,communication
train-6882,sql
train-6885,sql
train-6885,javascript
train-6887,sql
train-6887,project management
train-6894,data analysis
train-6894,project management
train-6898,sql
train-6898,machine learning
train-6900,sql
train-6900,java
train-6900,communication
train-6904,sql
train-6904,azure
train-6906,javascript
train-6907,java
train-6912,communication
train-6913,machine learning
train-6923,sql
train-6923,project management
train-6928,python
train-6928,java
train-6928,machine learning
train-6933,sql
train-6933,java
train-6934,sql
train-6934,data analysis
train-6947,aws
train-6947,project management
train-6952,java
train-6952,javascript
train-6958,communication
train-6960,communication
train-6962,java
train-6962,javascript
train-6967,project management
train-6969,python
train-6969,machine learning
train-6970,python
train-6972,communication
train-6979,excel
train-6987,sql
train-6987,tableau
train-6994,excel
train-6995,data analysis
train-7004,sql
train-7004,machine learning
train-7007,sql
train-7009,python
train-7009,java
train-7011,data analysis
train-7013,java
train-7015,javascript
train-7024,sql
train-7024,machine learning
train-7029,machine learning
train-7031,python
train-7037,sql
train-7037,javascript
train-7038,java
train-7042,project management
train-7043,java
train-7045,javascript
train-7045,git
train-7046,sql
train-7046,project management
train-7054,sql
train-7057,sql
train-7057,power bi
train-7057,tableau
train-7057,communication
train-7058,communication
train-7066,communication
train-7071,data analysis
train-7072,communication
train-7074,machine learning
train-7074,data analysis
train-7075,python
train-7075,machine learning
train-7079,sql
train-7080,sql
train-7088,machine learning
train-7090,project management
train-7098,communication
train-7100,communication
train-7107,java
train-7111,excel
train-7111,machine learning
train-7114,sql
train-7115,sql
train-7132,machine learning
train-7143,python
train-7143,java
train-7145,azure
train-7146,machine learning
train-7154,python
train-7154,machine learning
train-7155,sql
train-7155,java
train-7156,sql
train-7157,communication
train-7163,python
train-7165,excel
train-7168,machine learning
train-7169,sql
train-7174,communication
train-7175,python
train-7175,sql
train-7179,aws
train-7185,sql
train-7185,java
train-7189,project management
train-7197,machine learning
train-7199,python
train-7199,java
train-7199,aws
train-7209,python
train-7209,java
train-7209,aws
train-7209,git
train-7215,java
train-7220,excel
train-7220,data analysis
train-7228,communication
train-7235,power bi
train-7236,javascript
train-7236,react
train-7248,sql
train-7251,javascript
train-7256,sql
train-7256,data analysis
train-7261,communication
train-7263,communication
train-7266,project management
train-7280,javascript
train-7284,python
train-7284,sql
train-7284,communication
train-7285,sql
train-7289,communication
train-7290,python
train-7294,sql
train-7307,excel
train-7307,data analysis
train-7307,communication
train-7311,sql
train-7319,data analysis
train-7324,communication
train-7326,sql
train-7326,excel
train-7326,data analysis
train-7330,python
train-7330,sql
train-7330,java
train-7336,python
train-7336,communication
train-7345,sql
train-7345,tableau
train-7353,data analysis
train-7354,python
train-7354,java
train-7354,javascript
train-7364,project management
train-7366,machine learning
train-7366,project management
train-7379,sql
train-7379,javascript
train-7382,java
train-7385,java
train-7391,sql
train-7391,machine learning
train-7393,machine learning
train-7397,project management
train-7398,sql
train-7400,data analysis
train-7405,project management
train-7406,sql
train-7406,power bi
train-7413,sql
train-7413,power bi
train-7416,python
train-7416,sql
train-7416,excel
train-7416,machine learning
train-7417,sql
train-7418,data analysis
train-7420,java
train-7420,javascript
train-7420,project management
train-7423,project management
train-7438,python
train-7438,java
train-7438,machine learning
train-7446,communication
train-7454,react
train-7458,excel
train-7460,excel
train-7462,javascript
train-7470,sql
train-7472,java
train-7472,javascript
train-7479,sql
train-7486,java
train-7487,sql
train-7489,java
train-7490,sql
train-7492,python
train-7492,machine learning
train-7492,data analysis
train-7500,excel
train-7503,sql
train-7507,python
train-7507,machine learning
train-7513,data analysis
train-7513,communication
train-7517,python
train-7517,javascript
train-7517,django
train-7519,python
train-7522,communication
train-7524,javascript
train-7529,python
train-7529,tableau
train-7529,machine learning
train-7530,excel
train-7535,python
train-7535,java
train-7538,sql
train-7539,java
train-7540,data analysis
train-7541,python
train-7551,project management
train-7556,communication
train-7566,excel
train-7569,data analysis
train-7570,excel
train-7576,communication
train-7581,project management
train-7583,sql
train-7583,data analysis
train-7586,communication
train-7586,project management
train-7587,python
train-7587,machine learning
train-7588,java
train-7588,javascript
train-7592,project management
train-7593,sql
train-7601,python
train-7601,machine learning
train-7608,communication
train-7616,excel
train-7634,project management
train-7645,sql
train-7645,java
train-7648,excel
train-7651,sql
train-7651,java
train-7651,javascript
train-7657,sql
train-7657,java
train-7657,azure
train-7659,java
train-7664,communication
train-7666,javascript
train-7667,project management
train-7670,java
train-7671,java
train-7671,project management
train-7675,python
train-7675,machine learning
train-7678,python
train-7678,java
train-7679,excel
train-7679,data analysis
train-7679,communication
train-7680,communication
train-7682,excel
train-7685,communication
train-7700,data analysis
train-7704,project management
train-7711,excel
train-7724,communication
train-7732,python
train-7732,tableau
train-7746,data analysis
train-7746,communication
train-7750,javascript
train-7751,project management
train-7763,javascript
train-7765,communication
train-7767,sql
train-7779,sql
train-7779,data analysis
train-7787,project management
train-7793,project management
train-7803,excel
train-7804,excel
train-7813,python
train-7813,sql
train-7813,java
train-7813,javascript
train-7813,git
train-7814,sql
train-7820,java
train-7820,project management
train-7824,project management
train-7826,communication
train-7831,sql
train-7833,excel
train-7833,data analysis
train-7837,javascript
train-7837,react
train-7844,excel
train-7854,javascript
train-7858,python
train-7859,sql
train-7859,data analysis
train-7871,sql
train-7877,azure
train-7881,python
train-7881,sql
train-7881,django
train-7881,aws
train-7884,data analysis
train-7885,communication
train-7887,java
train-7891,javascript
train-7892,python
train-7892,sql
train-7896,python
train-7898,excel
train-7898,data analysis
train-7898,project management
train-7903,python
train-7903,sql
train-7903,java
train-7903,machine learning
train-7911,sql
train-7911,excel
train-7912,java
train-7913,java
train-7918,python
train-7923,communication
train-7924,sql
train-7924,data analysis
train-7926,sql
train-7926,azure
train-7931,excel
train-7935,java
train-7939,sql
train-7939,java
train-7939,javascript
train-7940,sql
train-7940,excel
train-7940,data analysis
train-7940,communication
train-7941,java
train-7941,javascript
train-7944,java
train-7952,java
train-7960,javascript
train-7960,node.js
train-7979,sql
train-7979,azure
train-7980,sql
train-7980,excel
train-7985,sql
train-7992,python
train-7992,aws
train-7992,machine learning
train-7993,python
train-7993,java
train-7993,machine learning
train-7996,communication
train-8012,java
train-8012,javascript
train-8012,node.js
train-8017,javascript
train-8020,communication
train-8022,java
train-8025,project management
train-8027,sql
train-8027,excel
train-8028,java
train-8032,communication
train-8034,java
train-8038,sql
train-8038,tableau
train-8044,python
train-8044,java
train-8054,communication
train-8055,python
train-8055,java
train-8055,javascript
train-8060,javascript
train-8063,javascript
train-8068,python
train-8069,sql
train-8073,git
train-8074,machine learning
train-8077,python
train-8077,sql
train-8078,sql
train-8078,excel
train-8078,data analysis
train-8080,sql
train-8080,power bi
train-8080,tableau
train-8084,project management
train-8088,sql
train-8088,data analysis
train-8094,python
train-8094,sql
train-8094,tableau
train-8094,data analysis
train-8096,excel
train-8096,data analysis
train-8098,sql
train-8102,java
train-8103,sql
train-8106,communication
train-8110,python
train-8110,sql
train-8110,java
train-8117,javascript
train-8118,python
train-8118,sql
train-8118,data analysis
train-8120,sql
train-8120,excel
train-8124,project management
train-8126,python
train-8126,sql
train-8128,project management
train-8132,communication
train-8134,data analysis
train-8140,java
train-8144,data analysis
train-8150,python
train-8150,java
train-8150,javascript
train-8164,sql
train-8171,python
train-8171,sql
train-8171,machine learning
train-8181,project management
train-8184,java
train-8190,sql
train-8192,python
train-8192,machine learning
train-8194,java
train-8194,machine learning
train-8195,python
train-8195,java
train-8195,machine learning
train-8197,sql
train-8197,communication
train-8204,excel
train-8205,python
train-8205,machine learning
train-8205,data analysis
train-8207,sql
train-8207,excel
train-8211,java
train-8215,java
train-8215,javascript
train-8215,node.js
train-8217,sql
train-8221,javascript
train-8243,excel
train-8243,data analysis
train-8244,python
train-8244,sql
train-8244,data analysis
train-8248,java
train-8256,java
train-8261,python
train-8262,python
train-8262,sql
train-8262,java
train-8264,javascript
train-8272,python
train-8272,machine learning
train-8288,sql
train-8290,python
train-8290,machine learning
train-8294,javascript
train-8300,git
train-8301,excel
train-8303,python
train-8304,java
train-8315,sql
train-8315,excel
train-8316,python
train-8316,sql
train-8316,machine learning
train-8317,data analysis
train-8319,communication
train-8333,sql
train-8336,excel
train-8337,machine learning
train-8339,project management
train-8341,communication
train-8342,java
train-8342,javascript
train-8343,javascript
train-8347,java
train-8349,java
train-8353,project management
train-8356,sql
train-8359,python
train-8359,pandas
train-8359,numpy
train-8367,project management
train-8369,python
train-8369,git
train-8371,project management
train-8381,sql
train-8394,python
train-8394,sql
train-8394,tableau
train-8398,communication
train-8407,java
train-8408,java
train-8408,javascript
train-8410,sql
train-8411,data analysis
train-8413,communication
train-8418,python
train-8419,communication
train-8423,communication
train-8424,communication
train-8424,project management
train-8428,sql
train-8428,excel
train-8428,data analysis
train-8436,power bi
train-8436,tableau
train-8437,sql
train-8440,data analysis
train-8443,project management
train-8450,excel
train-8452,project management
train-8455,sql
train-8460,excel
train-8461,java
train-8462,java
train-8464,javascript
train-8464,react
train-8477,java
train-8477,node.js
train-8481,sql
train-8481,excel
train-8489,sql
train-8495,sql
train-8496,sql
train-8497,project management
train-8502,python
train-8503,sql
train-8506,communication
train-8507,docker
train-8507,git
train-8507,project management
train-8524,power bi
train-8524,data analysis
train-8529,sql
train-8532,data analysis
train-8544,project management
train-8546,python
train-8548,project management
train-8556,communication
train-8557,sql
train-8558,python
train-8558,machine learning
train-8558,project management
train-8566,javascript
train-8573,communication
train-8581,java
train-8584,python
train-8584,data analysis
train-8593,data analysis
train-8593,project management
train-8607,sql
train-8622,data analysis
train-8626,java
train-8638,java
train-8638,node.js
train-8647,javascript
train-8647,communication
train-8651,python
train-8651,machine learning
train-8657,python
train-8657,django
train-8667,sql
train-8669,machine learning
train-8672,excel
train-8672,data analysis
train-8681,python
train-8689,data analysis
train-8689,project management
train-8693,sql
train-8693,communication
train-8699,azure
train-8704,python
train-8704,sql
train-8704,machine learning
train-8711,project management
train-8713,communication
train-8716,sql
train-8718,excel
train-8730,python
train-8730,javascript
train-8730,git
train-8735,excel
train-8736,python
train-8736,sql
train-8736,javascript
train-8736,machine learning
train-8741,javascript
train-8742,communication
train-8745,project management
train-8750,aws
train-8753,communication
train-8754,java
train-8775,sql
train-8775,excel
train-8775,data analysis
train-8777,sql
train-8777,communication
train-8792,java
train-8792,javascript
train-8799,communication
train-8800,sql
train-8800,excel
train-8804,java
train-8812,python
train-8818,excel
train-8826,sql
train-8827,azure
train-8831,data analysis
train-8834,python
train-8834,java
train-8834,data analysis
train-8836,java
train-8836,git
train-8837,python
train-8839,java
train-8839,javascript
train-8845,python
train-8854,javascript
train-8862,excel
train-8868,project management
train-8872,project management
train-8873,sql
train-8877,java
train-8882,communication
train-8885,python
train-8885,java
train-8885,javascript
train-8885,node.js
train-8887,sql
train-8893,python
train-8893,machine learning
train-8901,sql
train-8903,machine learning
train-8903,communication
train-8907,sql
train-8913,project management
train-8915,sql
train-8915,excel
train-8917,python
train-8917,machine learning
train-8924,excel
train-8926,communication
train-8930,java
train-8930,machine learning
train-8933,data analysis
train-8935,communication
train-8941,python
train-8941,sql
train-8941,machine learning
train-8943,python
train-8943,machine learning
train-8949,project management
train-8951,sql
train-8957,sql
train-8957,data analysis
train-8958,javascript
train-8960,sql
train-8960,excel
train-8960,data analysis
train-8972,data analysis
train-8973,sql
train-8973,machine learning
train-8973,communication
train-8974,communication
train-8979,java
train-8979,node.js
train-8979,aws
train-8980,javascript
